Date,Close,High,Low,Open,Volume
2022-06-01,1860.4052734375,1869.2828953185697,1830.7301581036008,1835.3684777941128,2382645.0
2022-06-02,1852.9739990234373,1874.270233039856,1841.353299729417,1843.5477132448964,2664301.0
2022-06-03,1853.971435546875,1874.27018622873,1848.4353572868067,1874.27018622873,1815375.0
2022-06-06,1864.5948486328125,1872.2754183192053,1838.510646235958,1840.355965263151,2588097.0
2022-06-07,1853.472900390625,1860.3056339966624,1827.3886978455148,1859.308151082991,1711639.0
2022-06-08,1840.8546142578125,1875.3674967886068,1834.1216049669752,1855.318115697389,1465616.0
2022-06-09,1860.5048828125,1868.1356506382529,1823.099277551984,1834.1215112739649,1280868.0
2022-06-10,1787.289794921875,1849.5326265012395,1779.559302939969,1835.3684189299315,2859950.0
2022-06-13,1732.976806640625,1748.188420116693,1714.3239260342048,1738.6126091007604,2349445.0
2022-06-14,1735.3209228515625,1744.2484677122493,1717.2665070218543,1731.2312673838678,1551047.0
2022-06-15,1732.278564453125,1745.5949357532634,1724.5480725947891,1733.6251419080982,1770169.0
2022-06-16,1671.5819091796875,1749.136205427384,1665.7964595968258,1737.6152291123774,2973292.0
2022-06-17,1669.38720703125,1679.4617590630692,1644.450136772767,1656.8189479735825,3163864.0
2022-06-20,1674.9732666015625,1685.596484027075,1647.841779946883,1669.38738661537,1767577.0
2022-06-21,1677.267333984375,1704.6981110789752,1668.339911598802,1685.7459378136152,2503603.0
2022-06-22,1665.4971923828125,1671.63173672865,1648.839276228376,1660.8090713371118,1771925.0
2022-06-23,1679.8609619140625,1690.733550099169,1644.6498878813327,1670.7838916909193,2490801.0
2022-06-24,1694.1248779296875,1710.5833447714338,1685.8956445088145,1695.720826119309,1617721.0
2022-06-27,1687.292236328125,1715.5708519915418,1680.7586746738766,1712.8775751226624,2128112.0
2022-06-28,1664.5994873046875,1688.090136190182,1660.5097100654757,1680.6589374016537,2799443.0
2022-06-29,1638.315673828125,1654.7741410093483,1632.5801473861836,1645.8467181223268,2932830.0
2022-06-30,1656.9188232421875,1672.679101790281,1626.8946122612213,1627.892095162669,3982064.0
2022-07-01,1663.552001953125,1675.2724252917244,1631.8819218679732,1640.8592674039216,2300514.0
2022-07-04,1666.6942138671875,1680.2100342008964,1655.871548677495,1662.355187573805,1868781.0
2022-07-05,1658.8638916015625,1690.5339718829484,1652.7791488457283,1670.7837628762688,2642097.0
2022-07-06,1700.2095947265625,1708.0897339505948,1666.7939177401502,1677.7662295864347,5572949.0
2022-07-07,1734.1240234375,1739.610179393155,1711.7305810146372,1713.6756239664223,3170065.0
2022-07-08,1740.3582763671875,1752.0287775020574,1727.8398173634105,1750.5824760134196,1778149.0
2022-07-11,1736.866943359375,1742.6024695183507,1723.8497439803104,1738.612538277324,1533179.0
2022-07-12,1714.623046875,1734.6226261461911,1707.6406671262805,1717.1666767743925,1828832.0
2022-07-13,1737.6650390625,1741.5551247480696,1719.0619596482322,1719.6604250027012,3613468.0
2022-07-14,1765.5946044921875,1772.5270617403148,1732.677669749683,1735.6201955138704,6570982.0
2022-07-15,1783.2001953125,1785.4944547696605,1765.54479605715,1767.83905551431,2333732.0
2022-07-18,1841.0042724609373,1845.3432985671216,1789.733628894085,1795.4691553626046,3117038.0
2022-07-19,1830.3311767578125,1847.338308704616,1823.448642240572,1830.381099607435,2895175.0
2022-07-20,1823.149169921875,1845.343162005454,1813.5234366431312,1841.6026015419293,2571469.0
2022-07-21,1796.0177001953125,1820.4061058951036,1783.2997945239904,1820.4061058951036,2186674.0
2022-07-22,1822.5009765625,1837.363496078831,1785.195091866053,1796.466697306175,3349580.0
2022-07-25,1791.0303955078125,1844.1463577295488,1780.6066265773636,1811.4288712614589,1886515.0
2022-07-26,1757.165771484375,1790.4318003170315,1747.5899604373271,1786.4917917484322,1802447.0
2022-07-27,1749.6846923828125,1756.716995379682,1727.989439780911,1756.716995379682,3479645.0
2022-07-28,1823.8974609375,1827.2390042601107,1760.5572975415298,1770.3326785503791,2154401.0
2022-07-29,1805.79296875,1852.2258419526472,1799.1098826725556,1833.024297987544,2387998.0
2022-08-01,1851.078857421875,1857.3131254315133,1807.438981354405,1810.431429999032,1655537.0
2022-08-02,1879.856201171875,1888.235081671362,1829.583039938,1847.038990243995,3357606.0
2022-08-03,1846.4404296875,1875.06825977139,1835.3683947025008,1870.2802935147763,2535679.0
2022-08-04,1830.9296875,1854.3206115439525,1809.6832541654733,1851.926628359872,2361186.0
2022-08-05,1829.2838134765625,1845.343262925631,1818.062131472285,1840.1064779903013,1664571.0
2022-08-08,1839.857177734375,1844.8445921494856,1812.22695057988,1825.3936759305536,1555925.0
2022-08-10,1823.7476806640625,1844.595095852587,1816.4661291715415,1843.3482423336925,1657327.0
2022-08-11,1849.947509765625,1853.091496720303,1829.4868008634423,1845.456134640756,2778338.0
2022-08-12,1837.6710205078125,1856.4350362756752,1832.98007748402,1856.4350362756752,1396522.0
2022-08-16,1842.811279296875,1858.2317410799287,1835.026301802332,1846.9033969097395,1313624.0
2022-08-17,1836.173828125,1850.4464682815576,1827.64028887308,1850.4464682815576,3383334.0
2022-08-18,1900.8497314453125,1908.3353565363288,1828.488688898825,1835.4752723171068,3661316.0
2022-08-19,1873.4024658203125,1938.726972966402,1867.4139656631885,1915.321966920181,4563906.0
2022-08-22,1828.5386962890625,1834.4772436370256,1807.8284662534431,1823.448373606409,4162757.0
2022-08-23,1852.193115234375,1865.417719182566,1816.5116366571804,1820.5039699245588,2214300.0
2022-08-24,1864.0205078125,1870.3583129479828,1837.87077182702,1847.452347967849,1415625.0
2022-08-25,1865.1683349609373,1901.7979466374024,1852.5925086148925,1871.506140119822,2204409.0
2022-08-26,1898.404541015625,1923.306672603586,1865.3180526126475,1868.761391537932,3343088.0
2022-08-29,1846.4542236328125,1874.3506049255907,1841.4638068121835,1854.4388905458195,3639673.0
2022-08-30,1911.7786865234373,1916.3200144589068,1853.440763984474,1861.2756938429875,3885850.0
2022-09-01,1899.202880859375,1921.8094931360347,1871.4062838899324,1871.4062838899324,4207842.0
2022-09-02,1915.1722412109373,1925.302811736385,1900.7499853163476,1913.275858449526,3331376.0
2022-09-05,1934.1856689453125,1953.249035780604,1907.3372035650148,1907.3372035650148,3806770.0
2022-09-06,1912.0283203125,1946.2126767565476,1906.339293668032,1941.222259757416,2767854.0
2022-09-07,1904.592529296875,1911.4293757933208,1882.085701295656,1896.3583417602845,1976258.0
2022-09-08,1926.350830078125,1934.2855440241808,1908.3353767668905,1916.419827583623,2412183.0
2022-09-09,1922.6578369140625,1946.9611421194047,1912.8267402837864,1946.26253250894,2817973.0
2022-09-12,1920.3123779296875,1940.2740450599335,1914.0743569514857,1921.3104612862,1483681.0
2022-09-13,1919.713623046875,1936.28178300844,1916.4698520186391,1929.2951992553164,1584581.0
2022-09-14,1950.9534912109373,1974.0093142505584,1888.37371339686,1888.37371339686,3742429.0
2022-09-15,1930.4429931640625,1983.3912433539672,1919.3143391134256,1963.729049508926,3747498.0
2022-09-16,1926.6004638671875,1976.2051608364704,1906.4391057911848,1922.558177303662,5168822.0
2022-09-19,1925.8018798828125,1936.2817553628693,1903.8939984471383,1919.4141218896032,1675912.0
2022-09-20,1936.0322265625,1957.9401079081488,1929.295163781576,1940.2740809060444,1612730.0
2022-09-21,1914.8228759765625,1946.2625009925969,1894.7614253336,1923.3065843142224,2238276.0
