Date,Close,High,Low,Open,Volume
2022-06-01,248.9820098876953,251.0427401053507,247.47081331816983,247.8829425914355,14699792.0
2022-06-02,250.49322509765625,251.3633224344804,245.31850775611167,247.9287718161396,14240994.0
2022-06-03,249.76052856445312,252.5081690197257,248.75305480743103,251.8670417333178,12487862.0
2022-06-06,251.6838531494141,252.59973329617387,247.01288676129423,249.4857463872793,10925182.0
2022-06-07,250.85955810546875,251.86703182284876,249.34836150462024,250.2184587947309,10828539.0
2022-06-08,245.36428833007807,251.3175093471781,243.8073088343339,250.90538004703,14361969.0
2022-06-09,248.06614685058597,248.84465057643783,243.3951524459188,245.2726955931696,9860194.0
2022-06-10,247.42498779296875,248.20349141887257,246.1427613240664,246.41751415653096,8371061.0
2022-06-13,242.3876953125,246.4633734831056,240.87649853535223,243.99048570199375,11092690.0
2022-06-14,243.12039184570312,244.95215210688625,240.92225717192863,241.05966155187213,7422193.0
2022-06-15,241.2428436279297,244.8147708850321,240.92227996181043,243.6241377828133,5059474.0
2022-06-16,238.7699432373047,245.3642629105049,237.6708759832173,244.53997644516,14293357.0
2022-06-17,241.1512451171875,241.92974887610592,236.80081417372952,237.212971443288,16654660.0
2022-06-20,241.8839263916016,243.76146931079325,239.36525625830296,241.1512055825592,17081136.0
2022-06-21,247.19602966308597,248.06612692510976,241.88393634356504,242.70822283101597,13883034.0
2022-06-22,242.9829864501953,247.56238708401312,242.61663998957852,244.5399938458707,11320918.0
2022-06-23,243.1661529541016,244.7689430394864,240.3269192127602,243.1661529541016,9067252.0
2022-06-24,243.4867401123047,245.7764404557523,242.89142361309703,243.71571014664943,7013132.0
2022-06-27,247.24185180664065,247.88295112616356,244.0820541839321,244.53999424806705,8172964.0
2022-06-28,248.9820098876953,249.34835633630112,245.959588798202,246.280152422148,11240154.0
2022-06-29,250.99696350097656,251.86706089150755,246.50915600608985,246.60074961832143,16018449.0
2022-06-30,250.49322509765625,251.5922924757031,249.11940485031997,250.90538235203493,19262054.0
2022-07-01,260.4305114746094,261.02582794826253,248.38669377515524,250.49320682052564,35165665.0
2022-07-04,267.34539794921875,268.6276245103979,260.84264359198704,261.6211472739167,39881736.0
2022-07-05,262.7659606933594,268.3528341619032,261.7127043063612,268.3528341619032,18568655.0
2022-07-06,264.9641418457031,265.6052691928992,261.3006208913183,262.0333418524633,18292925.0
2022-07-07,267.3912048339844,268.4902441773842,264.23140732701984,266.52110756382245,13794991.0
2022-07-08,268.398681640625,269.6809362819885,265.9716046988079,268.2613052006062,11110418.0
2022-07-11,270.1846008300781,271.9705780157409,267.4827436416016,268.3528408244505,12352667.0
2022-07-12,268.078125,270.5052017523183,266.4295239971556,268.3528778585857,14074628.0
2022-07-13,269.31451416015625,270.00142418908075,268.07809846844464,268.35285129983816,9277570.0
2022-07-14,266.3837280273437,271.4210684894545,264.8267207043328,269.543497546948,13414357.0
2022-07-15,268.8565979003906,269.26875513434493,265.14729459657434,267.4369948953358,11025420.0
2022-07-18,270.4593811035156,271.37526119929515,269.0397781352343,270.18462825495874,11315876.0
2022-07-19,269.8182983398437,270.7341784917438,268.07813164132244,270.1846448105149,9188419.0
2022-07-20,273.115478515625,274.3061115592435,268.90242413364115,270.09305717725965,15789281.0
2022-07-21,274.35186767578125,276.77897225602567,272.93226472734267,273.8481448103203,16042840.0
2022-07-22,275.26776123046875,277.0537386598584,273.02387168762186,274.76403834035546,9967545.0
2022-07-25,275.77154541015625,277.465929441518,273.6650040912793,273.8481913191631,10640727.0
2022-07-26,277.0079040527344,278.1985368161343,275.1761441395417,275.67986693549443,9739177.0
2022-07-27,278.5649108886719,279.3434145192235,275.313547899854,277.374278006963,9346146.0
