Date,Close,High,Low,Open,Volume
2022-06-01,141.90863037109375,144.985725190798,141.41086137711542,141.59186451774724,16084988
2022-06-02,143.9449462890625,144.17120366650218,139.60080188028954,140.732088767488,17646975
2022-06-03,140.27957153320312,144.30695001851586,140.00805992314352,143.89968950825352,14063328
2022-06-06,140.4605712890625,143.58292020545602,139.91756189166796,141.00359449611085,18485464
2022-06-07,142.31585693359375,142.72311735525727,138.9219970703125,140.46054411306977,14911957
2022-06-08,142.13487243652344,144.57844909593254,141.27509725390857,141.27509725390857,16416591
2022-06-09,140.41531372070312,142.99465317848015,140.0080532299103,140.55107642406972,13821409
2022-06-10,140.50582885742188,141.727624197435,139.37454199061494,139.46505046382114,7908849
2022-06-13,134.7589111328125,140.18908910420302,133.71813254549198,139.37456793235714,19208167
2022-06-14,137.02146911621094,137.97175291098262,134.75889522849508,134.75889522849508,17034328
2022-06-15,134.08010864257812,139.10302489505045,133.53709925371714,138.06224654249337,15172295
2022-06-16,129.3739776611328,135.89018797402548,128.5142023090247,135.84494754206372,18494040
2022-06-17,127.11141204833984,130.7315306616619,126.29689088420501,127.69968960879862,21387729
2022-06-20,124.2153091430664,127.97117635467765,122.17899259973744,127.1114010205365,16578770
2022-06-21,126.65885925292969,127.83540021149696,124.66779737439792,125.07505783438017,51398446
2022-06-22,124.57730865478516,126.65887932525867,123.5817844625793,126.65887932525867,8317317
2022-06-23,123.53652954101562,125.93485224633835,122.76724892477385,124.8035653457796,11257409
2022-06-24,123.62703704833984,124.80356436797956,122.1337300655092,124.80356436797956,21879039
2022-06-27,125.34659576416016,125.84436479085865,123.76279401262745,124.21530879877966,12872030
2022-06-28,125.43708038330078,126.07059820146843,124.12477670537524,125.34657191942567,14272044
2022-06-29,128.28793334960938,129.509728714896,123.80804002631581,124.71306953848237,53487394
2022-06-30,129.32872009277344,130.27900390367208,127.74491834449412,128.78571063629943,19270932
2022-07-01,127.29240417480469,129.600232352531,126.47788308132735,128.51419962467608,9592229
2022-07-04,127.9711685180664,128.69519489551035,126.11586905103789,126.11586905103789,17526429
2022-07-05,127.4734115600586,130.55050635939935,126.88513409483022,127.97116674108847,11370649
2022-07-06,125.75383758544922,128.51418013190315,123.17451197422764,128.06166541312885,15929985
2022-07-07,127.11141204833984,129.19298301293134,126.25163663960717,126.70415146627242,18144208
2022-07-08,130.05274963378906,130.50526442987717,127.60917249684444,127.60917249684444,15375888
2022-07-11,131.0482635498047,133.03932552360143,129.96223100133855,130.32423724760957,16779135
2022-07-12,133.1298370361328,134.03486648217137,130.36949446378455,130.36949446378455,19138561
2022-07-13,134.4873809814453,135.16615306484496,133.4918430685978,133.718100429731,13644449
2022-07-14,134.21588134765625,135.12091087284657,133.0393402029779,134.84939925335854,9775869
2022-07-15,135.5281524658203,135.89015870146727,134.0800999039271,134.35161148548866,11518139
2022-07-18,135.5734405517578,137.15724239509692,135.12092573937522,137.02147966558846,8286352
2022-07-19,136.4331817626953,136.84044222990715,135.07563766555407,135.5734065964364,6798359
2022-07-20,136.252197265625,137.79074469071685,135.890177171121,137.65499578631199,7271345
2022-07-21,136.52371215820312,136.8857184517342,135.754431522381,136.65946106586355,7521568
2022-07-22,134.8041534423828,137.02147315578284,134.08012701503748,136.6594668469379,6800124
2022-07-25,135.84494018554688,136.16169224040408,133.3561089375813,135.03040530951063,7996687
2022-07-26,135.7544403076172,136.61421566763426,134.9851596220117,135.7544403076172,5774871
2022-07-27,135.48291015625,136.2521907367612,134.89464651914417,135.34716125834987,5403197
2022-07-28,136.07118225097656,136.61419163087305,134.89464121338742,135.7996706562016,6030744
2022-07-29,138.42425537109375,139.78179958292463,136.1616816847089,136.61419642198587,11771461
2022-08-01,141.63711547851562,142.7231481068354,136.65945327320037,138.3790037839022,14221965
2022-08-02,144.39744567871094,144.8952146180419,141.6823574383453,142.18012637767623,18278835
2022-08-03,144.48797607421875,145.66451736466556,142.27065622471687,144.8499962149404,10147608
2022-08-04,140.00807189941406,145.2572461741816,138.51477863083133,144.53321975530756,15754128
2022-08-05,140.8225860595703,142.22537064057744,138.46950399719458,139.7365396863795,33864055
2022-08-08,144.26168823242188,144.80471142412372,140.23430995786913,140.73207891532024,16964235
2022-08-10,143.66213989257812,144.95347934044645,142.97034788667486,144.72288200514538,14055597
2022-08-11,141.72511291503906,144.67676998882033,140.98721272113778,144.0772084880955,15810624
2022-08-12,146.19871520996094,146.65990989516587,140.75662355436077,141.7712434170847,17998843
2022-08-16,146.42930603027344,147.39781764097307,144.7690024225804,146.65990336260458,8309725
2022-08-17,148.91976928710938,150.94902319951174,146.6599180193307,146.6599180193307,19674110
2022-08-18,148.32020568847656,150.0266174882532,147.49004685453238,148.9197531175384,9585888
2022-08-19,145.50692749023438,149.1042405115219,144.95348822178462,148.5508153176174,9599472
2022-08-22,144.3539581298828,146.61380961157542,143.89276337547423,145.0918725518459,11400211
2022-08-23,146.33706665039062,146.84438361439578,143.56989856441126,144.3078128689147,14362373
2022-08-24,148.32020568847656,150.3494593805444,145.73751277377926,146.56765753317933,20602844
2022-08-25,146.56765747070312,149.3809477145395,146.15258509118001,148.82752256669002,12889454
2022-08-26,150.71844482421875,151.91755403808938,146.56769190473793,146.6599364883231,30724938
2022-08-29,148.4585723876953,150.71842362215796,148.2279750357186,149.2426090142343,10928330
2022-08-30,151.2718505859375,152.6093123036482,149.01199953538568,149.24259686859597,24663153
2022-09-01,148.2279815673828,151.50246692465132,147.85903141778047,148.96589594113354,14554158
2022-09-02,149.24261474609375,153.48559774069528,148.73529773735171,150.34947926318344,25106698
2022-09-05,151.73304748535156,152.28648672301867,149.611549173687,149.98051335697988,15226001
