Date,Close,High,Low,Open,Volume,DailySentiment,Symbol
2022-06-01,1206.9853515625,1216.9308722212108,1199.0563570759389,1207.351948601371,9776989,0.09999999999999998,RELAINCE
2022-06-02,1248.6007080078125,1252.336021262625,1207.214402128698,1207.214402128698,22126569,0.17999999999999997,RELAINCE
2022-06-03,1273.89990234375,1291.2473119681786,1256.7128789141357,1257.6296139142748,23939791,0.144,RELAINCE
2022-06-06,1268.423095703125,1289.712030828089,1261.2045041615982,1274.129231991111,11093152,0.3151999999999999,RELAINCE
2022-06-07,1270.8062744140625,1279.2164271337545,1261.3191217122196,1269.5000300638062,12358255,0.3188266666666666,RELAINCE
2022-06-08,1248.4862060546875,1274.5874542284232,1244.9341911386823,1270.8063161659593,12479250,0.05506133333333335,RELAINCE
2022-06-09,1282.72265625,1284.6704454484006,1242.0467514793418,1242.0467514793418,17278305,-0.05595093333333329,RELAINCE
2022-06-10,1243.99462890625,1278.6665365014535,1238.1510190077115,1270.4167699473924,18093057,-0.044760746666666636,RELAINCE
2022-06-13,1220.4598388671875,1224.997204543383,1199.1021671943906,1214.5476130826844,17620803,0.16419140266666665,RELAINCE
2022-06-14,1204.51025390625,1224.561801280194,1197.7958550304609,1214.570456677841,14714312,0.031353122133333355,RELAINCE
2022-06-15,1189.935791015625,1208.7269198298384,1184.4818115038502,1199.6751007583837,11195535,-0.0749175022933333,RELAINCE
2022-06-16,1173.2987060546875,1218.6952723049155,1170.5487435509283,1202.1728274274762,17111475,-0.2599340018346666,RELAINCE
2022-06-17,1187.0482177734375,1203.0206451192691,1171.5112455866615,1173.2986483887544,24457187,-0.4079472014677332,RELAINCE
2022-06-20,1165.5302734375,1199.4688662056185,1155.4700702581838,1193.923116315385,12066797,-0.2596910945075199,RELAINCE
2022-06-21,1184.3443603515625,1188.6066571204544,1158.770094821487,1173.2988059983654,11720049,-0.4077528756060159,RELAINCE
2022-06-22,1148.3662109375,1172.5196705610797,1146.2579142455352,1172.4280213000177,10617206,-0.4262023004848127,RELAINCE
2022-06-23,1129.7353515625,1157.2575248419064,1120.591883962962,1152.6972471985905,19446323,-0.3409618403878502,RELAINCE
2022-06-24,1145.822509765625,1150.8410338751105,1131.1332920005157,1136.6332171593226,14240234,-0.2727694723102802,RELAINCE
