Date,Close,High,Low,Open,Volume,DailySentiment,Symbol
2024-07-01,361.6260594840003,371.4423340667617,358.6526058744951,372.32740120215857,21215005.696969707,0.1460292421818182,NTPC
2024-07-02,362.67495742951985,368.5447584216225,359.45318635482585,366.202367968112,16501054.136363637,0.09483436218181815,NTPC
2024-07-03,364.4155485034849,367.97494545148527,360.8471872277904,363.9008621191338,13197289.935064932,0.056476275255411185,NTPC
2024-07-04,366.49301900492077,369.03215901544314,362.5304485072224,364.38857816551325,11242731.471861467,0.030529307705627645,NTPC
2024-07-05,368.5525552328527,371.015662972589,364.19881020695493,366.63121061753907,10576397.125541113,0.016567785835497867,NTPC
2024-07-08,370.0249152906009,373.8064032339671,365.68790068927206,369.68118250796306,12511429.281385265,0.048752064166233705,NTPC
2024-07-09,369.86818823876274,373.5158222699312,365.3543322175774,371.5406883118412,13362356.142857127,0.0035038158351515594,NTPC
2024-07-10,370.84643964230713,373.4364035771374,365.00869527822647,371.3824855379251,15272978.709956693,0.03830088816595667,NTPC
2024-07-11,371.2994601427214,375.11673880354016,366.1080915959918,372.22752201174166,16660654.41125539,0.03150651139856621,NTPC
2024-07-12,373.32267094071244,376.79515804976774,367.4470168513416,372.9321338810788,18572679.216450192,9.698401062788187e-05,NTPC
2024-07-15,371.8420654561092,377.27063294375057,367.7649194262384,374.84607572351507,17845765.17316015,-0.04234665521574004,NTPC
2024-07-16,368.80013707809076,375.476145839192,366.7981001008522,372.9145589880541,13245997.60606059,-0.08495957525484304,NTPC
2024-07-18,366.81905705175313,373.7809800134178,361.7884373173447,369.9609440883232,15786968.06060604,-0.11904991128612541,NTPC
2024-07-19,366.7129513959344,373.7534431831117,359.2039770493053,368.2621814810255,21677496.207792178,-0.13766417145314266,NTPC
2024-07-22,367.74584485338835,373.8758515823894,358.3803289614975,367.7305936532056,26789408.86147183,-0.1352395622707392,NTPC
2024-07-23,372.852073372184,376.4253703117321,360.8709702252545,368.2107283459961,30953021.290043257,-0.1073258489507905,NTPC
2024-07-24,377.64061482747354,381.7457127040346,366.8772986369062,374.0609711922542,31679953.844155807,-0.0867264800264333,NTPC
2024-07-25,383.5399851613226,388.01677249385887,373.9707370276679,380.0096873713769,32431528.160173118,-0.08063659527655789,NTPC
2024-07-26,387.3752728086524,393.62346430404284,380.65500659025884,386.39343111169313,30309862.99567096,0.0021573904454202236,NTPC
2024-07-29,392.7114992348142,398.59817118971387,387.72027696679254,391.48270786721224,26551482.97402594,0.12034063097105463,NTPC
2024-07-30,398.83198250114094,404.77074963681713,392.97644299944136,397.33781276116815,26367280.567099534,0.2408612493655881,NTPC
2024-07-31,404.51470352767296,408.9326096390825,397.1050529098649,400.75120798438,30947149.623376586,0.3372777440812149,NTPC
2024-08-01,407.8634979115931,412.00256382365154,400.20653919058765,402.3255079288539,32479991.05194801,0.38843691387969037,NTPC
2024-08-02,410.9695051449197,413.75591114284384,403.71391855335355,404.66850679393644,29964668.2380952,0.3774161977704189,NTPC
2024-08-05,409.4857630874167,414.41865651578047,404.5199292218465,407.8271584864731,26939347.59307356,0.29067754696092385,NTPC
2024-08-06,408.13706329477765,414.34408202545643,404.185567736871,408.1082467576177,22413976.1255411,0.2316762367029382,NTPC
2024-08-07,406.0725426611957,413.13588415057654,403.46265547217774,408.4980734574316,20512007.173160147,0.14984315386451513,NTPC
2024-08-08,403.9524742225543,411.5838341434319,402.42061092395977,409.32796881107663,18112386.926406905,0.15537235858944753,NTPC
2024-08-09,400.9710686753834,409.15942671094945,400.2524635088263,408.32956325043847,13878773.142857127,0.12516368773735892,NTPC
2024-08-12,396.4689192338418,403.332039588198,394.614635541228,403.4405843392301,15443088.32900431,0.07502272508166208,NTPC
2024-08-13,392.94468312449226,399.6407220022012,390.8350475810165,398.0794653296998,14736924.155844137,0.01759393764108732,NTPC
2024-08-14,392.4050554547987,397.71872913017444,390.125509695441,395.4464310495317,13431402.021645006,-0.03700710096938115,NTPC
2024-08-16,393.5955266250671,397.3684442408281,390.72127766319534,394.44765087937094,12097067.939393923,-0.08068793185775595,NTPC
2024-08-19,396.85165497750893,399.5327250076865,393.6858245013909,396.2874667365736,9451610.285714272,-0.10697458791044714,NTPC
2024-08-20,397.9680527195781,400.8563883532097,395.91498998437675,398.83319429713515,10441458.49350648,-0.1106878954365828,NTPC
2024-08-21,400.0164175322557,402.91435234639874,396.65419879833166,399.35190181579753,11089289.23376622,-0.08768451548346538,NTPC
2024-08-22,401.47030164049767,404.66408966875906,397.5498807763327,400.9479533730056,10124047.129870117,-0.034649776888936855,NTPC
2024-08-23,402.0077798686498,405.8161244872434,397.86920441641445,401.8274019936689,10546528.155844143,-0.0632176570089849,NTPC
2024-08-26,402.0681753447557,406.53462152782924,397.78466571559915,402.18536379612317,11391493.510822497,-0.05143992647298879,NTPC
2024-08-27,403.8580402853164,407.798738904331,399.12583847670373,402.4020284236724,14353798.848484829,-0.016043716070165956,NTPC
2024-08-28,406.2714243967291,410.1517199618128,401.2576712342061,404.6326892975047,16358072.112554092,0.029589269568109585,NTPC
2024-08-29,406.6994227289632,411.6472339854722,403.0629213302043,408.01732702179726,16401466.376623357,0.07475366673673867,NTPC
2024-08-30,404.97445282378703,410.2181145412902,402.3646900349023,407.51249364115654,15411145.33766232,0.11088518447164195,NTPC
2024-09-02,405.03764640510803,409.3399414794394,401.3528917802479,405.0532241307791,14392724.995670978,0.1311323900015559,NTPC
2024-09-03,403.18609658773795,408.67480474142326,400.30715891845455,404.8517270667006,13011045.264069248,0.16637777347310614,NTPC
2024-09-04,398.58922600023624,404.7449953287618,396.6253932965499,401.94311785846,11769279.337662324,0.10799399367025983,NTPC
2024-09-05,394.49824636219853,399.72781261866106,391.6570927016331,396.27808487738673,12299600.281385265,-0.016635108094095,NTPC
2024-09-06,390.2401339708464,395.5608481531558,387.6860837708125,392.6287673361414,13291957.48484847,-0.07131674448393391,NTPC
2024-09-09,388.57983530548177,394.04122151894416,383.944543145346,389.53550632476066,15737057.887445867,-0.1947157332494846,NTPC
2024-09-10,387.5842585047597,393.42880582049986,382.7517316085253,389.15469700343067,16240874.675324656,-0.21378124460824563,NTPC
2024-09-11,389.27614339192655,394.2691941078205,382.86400334877214,388.00691382978255,15539179.813852794,-0.2740552987168994,NTPC
2024-09-12,394.4305792474123,397.90293559400095,386.9287233695568,390.08751888150897,15297997.372294353,-0.20798882771810834,NTPC
2024-09-13,398.8827274206908,402.28229672028544,391.8571102350835,395.14440316533813,10796116.800865788,-0.16552526130868578,NTPC
