Date,Close,High,Low,Open,Volume,DailySentiment,Symbol
2022-06-01,567.1326293945312,578.4419579304623,564.0280671808604,571.836584838271,8876200.0,0.0,BAJAJFINANCE
2022-06-02,571.6336669921875,573.7238210567646,561.3811937799999,566.8353722241169,7508090.0,0.19999999999999996,BAJAJFINANCE
2022-06-03,568.8358154296875,582.0276695370703,567.4958845601394,577.9700950822869,10434650.0,0.15999999999999998,BAJAJFINANCE
2022-06-06,568.1563720703125,570.8929065609602,557.7765010419314,566.9485624814887,7376570.0,0.12799999999999997,BAJAJFINANCE
2022-06-07,554.7191772460938,565.2264470207506,550.4775890188558,564.2875450942314,8969820.0,0.0024000000000000132,BAJAJFINANCE
2022-06-08,561.8624877929688,571.2704566637874,547.5146570922636,556.7386122223048,13341460.0,-0.19807999999999995,BAJAJFINANCE
2022-06-09,556.6017456054688,559.7204184207618,552.4922783444521,557.2104019853099,12376740.0,0.04153599999999999,BAJAJFINANCE
2022-06-10,534.79931640625,550.6050306538101,533.3744338470564,549.6614059226125,21518910.0,0.033228799999999996,BAJAJFINANCE
2022-06-13,505.6177062988281,524.0891709512966,502.4801427151312,521.3573590691828,19327850.0,0.02658304,BAJAJFINANCE
2022-06-14,507.26898193359375,515.3133467125383,498.63007148287977,504.5560613365749,18845410.0,-0.17873356799999995,BAJAJFINANCE
2022-06-15,517.573486328125,518.9842008136436,509.19409339523946,511.25591130440415,16599430.0,-0.34298685439999993,BAJAJFINANCE
2022-06-16,498.6018676757813,529.8405448526604,495.8606102846126,525.127144096747,21796860.0,-0.20772281685333333,BAJAJFINANCE
2022-06-17,511.4021301269531,516.6345128567939,492.572083490861,492.572083490861,19379390.0,-0.16617825348266668,BAJAJFINANCE
2022-06-20,516.205078125,519.9371293632504,505.027872925772,512.19939649997,11194560.0,-0.13294260278613335,BAJAJFINANCE
2022-06-21,523.6314086914062,525.0327349526183,514.747204079049,521.3525760837297,10023590.0,-0.10635408222890669,BAJAJFINANCE
2022-06-22,513.2941284179688,521.966041982892,510.0291661210687,521.966041982892,8983460.0,-0.08508326578312536,BAJAJFINANCE
2022-06-23,514.1009521484375,518.5218320707836,504.1787234682575,513.8603232148198,11018570.0,-0.0680666126265003,BAJAJFINANCE
2022-06-24,527.2738647460938,530.0008960986665,514.7472250045604,519.9371603620766,13049330.0,-0.2544532901012002,BAJAJFINANCE
2022-06-27,532.3175659179688,540.2251455822435,527.2739194966089,537.866083811142,10490080.0,-0.07022929874762687,BAJAJFINANCE
2022-06-28,526.1887817382812,530.2228008162224,521.3527046140334,529.0904395316874,7395000.0,0.04381656100189848,BAJAJFINANCE
2022-06-29,520.2014770507812,524.0892063925035,515.2191107520981,517.5781726145161,7559820.0,-0.16494675119848118,BAJAJFINANCE
2022-06-30,511.4600830078125,524.2170197853396,509.2345136430916,522.0956132172325,11982750.0,-0.1986240676254516,BAJAJFINANCE
2022-07-01,531.7177124023438,533.5692320842312,505.26157651386,508.003335483336,12218900.0,-0.09223258743369464,BAJAJFINANCE
